tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,moonphase,daylight_hours,preciptype,uvindex,severerisk,conditions,description
28.3,22.1,24.5,30.9,22.1,24.7,22.1,86.8,0.0,0.0,0.0,61.9,26.4,269.3,1003.8,88.7,4.8,211.8,18.2,0.55,13.071944444444444,1,9,1,2,27
29.2,22.0,25.2,33.1,22.0,26.3,22.5,85.5,0.0,0.0,0.0,51.8,25.9,262.6,1005.2,78.9,5.4,235.1,20.5,0.58,13.064166666666667,1,9,3,2,27
26.9,22.1,24.1,29.9,22.1,24.3,22.6,91.5,10.0,100.0,4.17,49.3,22.1,281.3,1006.1,95.0,4.8,96.8,8.4,0.62,13.055833333333334,1,5,1,3,11
26.5,22.0,24.0,26.5,22.0,24.0,22.6,92.3,3.5,100.0,8.33,50.8,22.3,269.2,1006.9,92.3,4.8,201.1,17.5,0.65,13.047222222222222,1,10,1,3,15
29.2,22.0,25.5,33.3,22.0,26.6,22.7,85.1,0.1,100.0,4.17,40.7,14.8,262.1,1007.8,58.9,5.4,259.7,22.5,0.68,13.038333333333334,1,2,1,4,22
31.0,23.0,26.4,35.5,23.0,28.1,23.0,82.1,0.0,0.0,0.0,38.9,22.3,284.4,1008.0,48.3,5.9,291.1,25.2,0.75,13.029444444444444,0,2,1,2,27
28.7,23.1,25.9,32.0,23.1,26.7,22.7,82.7,0.0,0.0,0.0,37.8,14.8,293.4,1008.2,77.9,5.3,141.8,12.2,0.75,13.02,0,8,1,2,27
27.0,21.1,23.3,29.2,21.1,23.4,22.1,92.9,69.0,100.0,8.33,35.3,18.4,289.0,1008.4,96.4,3.8,95.8,8.2,0.78,13.010555555555555,1,6,1,3,11
25.8,21.9,23.2,25.8,21.9,23.2,22.2,94.0,15.0,100.0,8.33,42.8,22.3,285.2,1007.3,96.9,4.4,39.8,3.5,0.82,13.000555555555556,1,3,1,3,10
26.3,21.0,23.6,26.3,21.0,23.6,22.1,91.4,1.0,100.0,4.17,41.0,16.6,267.6,1007.6,92.2,5.0,206.8,17.8,0.85,12.990555555555556,1,9,1,3,11
28.3,21.1,24.6,31.3,21.1,25.3,22.3,87.5,0.7,100.0,4.17,38.5,14.8,272.7,1009.0,87.8,5.1,57.7,5.1,0.88,12.980277777777777,1,4,1,4,21
24.8,21.1,22.7,24.8,21.1,22.7,21.9,95.4,18.0,100.0,16.67,31.7,22.3,291.2,1010.5,93.9,4.6,120.3,10.3,0.92,12.97,1,9,1,3,15
29.9,22.0,25.0,35.8,22.0,26.2,23.0,89.2,0.3,100.0,4.17,29.9,10.3,287.7,1010.3,84.2,4.7,234.2,20.2,0.95,12.959166666666667,1,2,3,4,22
29.6,22.3,25.6,35.5,22.3,27.2,23.2,87.1,1.0,100.0,4.17,14.0,10.3,99.2,1011.1,69.4,4.7,248.3,21.4,0.0,12.948055555555555,1,2,4,4,20
30.2,19.4,24.4,36.5,19.4,26.0,22.4,88.8,53.0,100.0,8.33,33.5,14.4,98.9,1010.6,75.8,4.6,263.2,22.6,0.02,12.936944444444444,1,2,3,4,20
31.2,21.2,25.9,36.1,21.2,27.6,22.6,82.9,3.5,100.0,29.17,33.5,30.8,316.2,1009.4,64.1,5.4,256.8,22.3,0.05,12.925277777777778,1,10,3,4,18
31.5,22.1,26.3,37.8,22.1,28.3,23.5,85.2,0.8,100.0,4.17,13.0,15.7,325.8,1007.4,66.1,5.3,260.4,22.3,0.09,12.91388888888889,1,2,3,4,22
29.0,24.0,25.2,35.5,24.0,25.9,23.9,92.6,29.0,100.0,8.33,22.0,7.6,8.7,1007.3,81.0,4.7,281.8,24.3,0.12,12.902222222222223,1,2,3,4,25
29.7,23.8,25.7,35.5,23.8,26.7,23.9,90.4,1.0,100.0,4.17,35.3,9.4,306.5,1006.4,82.9,4.8,264.1,22.8,0.16,12.89,1,9,3,4,23
30.9,24.0,26.8,37.4,24.0,29.1,23.8,84.5,1.4,100.0,12.5,15.5,8.5,10.6,1005.6,71.9,4.9,267.5,23.3,0.19,12.878055555555555,1,10,3,4,26
30.1,23.0,25.2,36.4,23.0,25.8,23.3,89.7,4.2,100.0,8.33,25.9,12.6,286.7,1005.4,83.1,4.7,265.4,22.9,0.23,12.865555555555556,1,10,3,4,26
29.8,23.0,25.2,33.8,23.0,25.9,23.1,88.9,0.1,100.0,4.17,37.4,11.2,252.7,1004.8,90.9,4.8,250.5,21.5,0.25,12.853055555555555,1,10,3,3,9
27.5,23.0,24.8,30.1,23.0,25.2,22.5,87.3,0.8,100.0,4.17,44.3,20.3,259.8,1004.1,93.0,5.3,39.2,3.3,0.3,12.840555555555556,1,1,1,3,11
26.9,22.0,24.1,29.5,22.0,24.2,22.7,92.5,3.0,100.0,4.17,45.7,19.4,267.7,1003.0,94.3,5.0,34.7,3.0,0.33,12.8275,1,1,1,3,9
24.2,22.0,22.9,24.2,22.0,22.9,22.3,96.4,6.2,100.0,12.5,58.7,25.9,264.9,1001.9,98.9,4.7,23.0,2.0,0.37,12.814444444444444,1,1,1,3,13
25.9,21.0,23.7,25.9,21.0,23.7,22.5,93.0,4.8,100.0,8.33,61.9,27.9,262.4,1002.0,91.4,4.8,19.8,1.6,0.4,12.801111111111112,1,1,1,3,12
27.3,22.0,24.4,29.5,22.0,24.7,21.1,82.2,0.2,100.0,8.33,58.3,36.0,268.6,1002.1,93.0,5.3,216.6,18.6,0.44,12.787777777777778,1,9,1,3,15
29.7,22.5,25.2,32.4,22.5,25.7,21.0,78.4,0.6,100.0,4.17,57.2,25.7,249.1,1004.2,83.6,5.0,201.0,17.4,0.47,12.774444444444445,1,9,1,4,22
28.4,23.0,25.5,31.2,23.0,26.5,22.1,81.5,0.3,100.0,4.17,53.3,23.2,260.9,1006.6,84.2,5.3,274.8,23.8,0.5,12.760833333333334,1,2,1,4,22
27.8,22.0,25.1,30.6,22.0,25.8,21.7,81.6,0.0,0.0,0.0,51.8,20.5,260.6,1007.1,80.6,5.4,231.2,19.9,0.54,12.746944444444445,0,8,1,2,27
25.8,22.0,23.9,25.8,22.0,23.9,21.9,88.4,0.5,100.0,4.17,50.4,26.8,262.9,1008.3,95.5,5.1,111.9,9.6,0.57,12.733055555555556,1,7,1,3,12
25.9,21.1,23.9,25.9,21.1,23.9,21.1,84.9,2.9,100.0,8.33,50.0,21.4,253.5,1008.6,98.9,4.5,71.2,6.0,0.6,12.719166666666666,1,4,1,3,15
30.8,22.0,26.2,34.3,22.0,27.4,21.2,75.4,0.0,0.0,0.0,46.1,14.8,248.0,1009.6,68.4,5.7,238.6,20.6,0.64,12.705,1,2,3,2,27
30.2,22.0,26.1,33.8,22.0,27.6,22.3,79.9,0.9,100.0,4.17,38.5,13.0,258.8,1010.1,64.0,6.0,306.8,26.4,0.67,12.690555555555555,1,2,3,4,21
32.4,22.1,26.4,35.5,22.1,27.3,21.3,75.2,25.0,100.0,4.17,40.7,22.3,277.9,1007.9,59.8,13.4,277.6,23.9,0.7,12.676388888888889,1,2,3,4,22
29.5,22.9,26.0,33.5,22.9,27.0,21.6,77.3,0.7,100.0,4.17,40.7,25.6,286.4,1007.0,87.8,13.6,241.2,20.7,0.75,12.661944444444444,1,9,1,4,22
30.0,22.0,26.0,33.7,22.0,27.2,21.9,79.1,1.0,100.0,4.17,44.6,24.1,277.8,1007.7,72.2,5.3,233.5,20.1,0.77,12.647222222222222,1,9,3,4,23
30.0,24.0,26.6,33.3,24.0,27.7,21.5,74.6,0.2,100.0,8.33,46.8,20.5,270.2,1006.3,69.5,6.1,215.5,18.5,0.8,12.6325,1,8,1,4,26
28.8,22.0,25.3,31.4,22.0,25.8,21.4,79.7,0.7,100.0,8.33,46.4,19.4,268.2,1006.1,57.9,5.4,180.5,15.5,0.83,12.617777777777778,1,9,1,4,22
29.6,22.0,25.5,33.0,22.0,26.5,22.0,81.4,0.3,100.0,8.33,39.2,14.8,260.8,1007.5,59.6,5.4,275.6,23.8,0.87,12.602777777777778,1,10,1,4,26
30.4,22.1,25.8,34.1,22.1,27.1,21.9,79.6,0.0,0.0,0.0,34.9,16.6,281.9,1009.5,73.0,5.8,242.8,21.1,0.9,12.588055555555556,1,9,3,2,27
29.9,23.0,25.7,34.2,23.0,26.8,22.2,81.4,0.4,100.0,12.5,31.7,20.3,289.1,1009.1,75.5,5.9,236.9,20.5,0.93,12.572777777777778,1,10,3,4,26
31.5,23.0,26.2,36.1,23.0,27.6,22.1,79.0,0.1,100.0,4.17,20.5,14.8,315.6,1008.5,56.5,5.7,271.7,23.4,0.96,12.557777777777778,1,2,1,4,21
30.8,23.0,26.0,34.4,23.0,27.3,22.6,82.5,0.2,100.0,8.33,18.0,11.5,321.6,1008.5,68.0,5.5,258.0,22.0,0.0,12.5425,1,2,3,4,26
31.8,22.5,26.7,35.4,22.5,28.2,22.5,79.2,0.9,100.0,8.33,24.5,20.3,299.2,1008.4,72.9,5.3,172.9,15.0,0.03,12.527222222222223,1,9,3,4,21
27.4,23.1,25.0,30.9,23.1,25.2,22.9,88.6,0.2,100.0,4.17,8.6,11.2,351.7,1009.8,90.2,4.3,225.3,19.4,0.07,12.511944444444444,1,2,3,3,12
29.5,21.1,25.4,34.4,21.1,26.7,22.7,85.5,0.4,100.0,4.17,22.0,37.0,96.3,1010.9,70.6,5.1,271.3,23.2,0.1,12.49638888888889,1,2,3,4,21
30.4,24.0,26.9,34.8,24.0,29.0,23.3,81.6,2.3,100.0,16.67,20.5,9.4,124.2,1009.6,61.1,5.7,291.4,25.0,0.14,12.481111111111112,1,2,4,4,24
30.8,24.0,27.0,35.0,24.0,28.8,23.1,80.1,1.2,100.0,12.5,27.0,13.0,117.9,1009.8,52.5,6.5,275.1,23.6,0.18,12.465277777777779,1,2,3,4,26
30.3,23.0,26.0,34.5,23.0,27.3,23.0,84.2,0.0,0.0,0.0,22.3,14.8,117.8,1010.8,53.7,5.8,253.2,21.7,0.21,12.449722222222222,1,2,4,2,27
31.4,23.0,27.4,36.5,23.0,30.2,23.4,79.5,3.3,100.0,16.67,13.7,10.3,108.0,1010.1,48.8,5.9,248.4,21.5,0.25,12.434166666666666,1,2,4,4,26
29.6,23.2,26.1,33.7,23.2,27.3,22.7,81.8,0.6,100.0,8.33,19.4,13.0,262.2,1009.7,79.5,5.8,166.1,14.3,0.28,12.418333333333333,1,9,3,4,26
30.2,23.5,26.0,36.2,23.5,27.2,23.3,85.7,0.1,100.0,4.17,37.1,31.9,358.1,1009.6,66.0,5.1,257.1,22.2,0.32,12.4025,1,2,3,4,21
30.1,21.2,24.7,35.1,21.2,25.6,22.3,87.0,15.0,100.0,4.17,15.8,13.0,48.1,1009.2,71.8,4.8,251.0,21.6,0.35,12.386666666666667,1,2,3,4,22
29.7,21.1,24.3,34.4,21.1,25.4,22.2,88.3,37.0,100.0,12.5,33.5,9.4,74.7,1009.0,76.2,4.5,205.3,17.7,0.39,12.370833333333334,1,10,3,4,26
26.6,21.2,23.5,26.6,21.2,23.5,22.1,92.3,40.0,100.0,8.33,18.0,14.8,290.8,1008.3,94.3,4.0,238.2,20.5,0.42,12.355,1,10,3,3,15
28.2,21.2,23.9,32.0,21.2,24.2,22.7,93.3,3.0,100.0,8.33,17.6,13.0,288.6,1007.7,91.7,4.5,191.5,16.6,0.46,12.338888888888889,1,9,3,3,15
27.7,22.1,23.2,30.9,22.1,23.3,22.2,94.5,8.0,100.0,8.33,26.6,18.4,293.7,1006.7,96.4,5.4,141.9,12.4,0.5,12.323055555555555,1,8,3,3,15
24.0,21.2,22.8,24.0,21.2,22.8,21.8,94.2,4.7,100.0,8.33,42.5,24.1,273.8,1005.1,95.0,5.1,45.7,3.8,0.53,12.306944444444444,1,4,1,3,13
27.1,21.2,23.8,30.3,21.2,23.9,22.2,91.0,11.0,100.0,8.33,51.5,25.9,242.5,1004.3,93.6,7.1,112.5,9.7,0.56,12.290833333333333,1,6,3,3,15
27.0,22.1,24.2,29.2,22.1,24.3,22.5,90.1,0.4,100.0,8.33,50.4,25.0,233.0,1007.5,87.0,5.2,204.0,17.6,0.59,12.274722222222222,1,8,3,4,21
28.0,22.0,24.5,30.7,22.0,24.9,22.0,86.3,0.0,0.0,0.0,43.2,18.4,240.3,1010.7,75.7,5.3,238.0,20.5,0.62,12.258333333333333,1,10,3,2,27
27.3,22.0,24.5,30.0,22.0,24.6,22.0,86.1,0.0,0.0,0.0,44.6,16.6,246.6,1011.3,67.1,5.4,262.3,22.7,0.66,12.2425,1,2,1,2,27
27.5,22.0,24.7,30.0,22.0,25.2,21.7,83.7,0.0,0.0,0.0,50.0,27.7,256.3,1009.3,61.9,5.6,230.0,19.8,0.69,12.226111111111111,1,10,1,2,27
28.6,22.0,25.0,32.2,22.0,25.8,21.9,83.5,0.0,0.0,0.0,40.7,20.3,262.8,1009.5,61.9,5.4,206.3,18.0,0.72,12.21,1,10,3,2,27
29.7,21.5,25.4,33.1,21.5,26.3,21.8,81.1,0.0,0.0,0.0,44.3,18.4,281.3,1010.4,51.3,5.9,214.5,18.5,0.75,12.193888888888889,1,10,3,2,27
27.7,22.0,24.4,30.4,22.0,24.5,21.5,84.2,1.0,100.0,4.17,39.2,14.8,276.2,1009.8,72.1,5.5,201.0,17.6,0.79,12.177777777777777,1,9,1,4,22
25.5,21.1,23.5,25.5,21.1,23.5,21.7,89.8,0.0,0.0,0.0,38.9,22.3,279.2,1009.2,94.0,5.3,80.2,7.0,0.82,12.161388888888888,0,6,1,1,17
27.8,21.0,24.2,30.6,21.0,24.6,21.7,86.3,0.2,100.0,4.17,39.2,23.2,287.6,1009.0,89.7,5.2,173.8,15.0,0.85,12.145277777777778,1,8,1,4,22
24.3,21.1,22.8,24.3,21.1,22.8,21.6,92.9,0.4,100.0,12.5,31.7,16.6,284.6,1010.2,90.4,5.0,232.1,20.0,0.88,12.12888888888889,1,10,1,3,10
28.3,21.0,24.2,30.9,21.0,24.7,20.9,82.6,0.0,0.0,0.0,33.5,17.5,295.7,1010.9,60.3,5.6,250.6,21.5,0.91,12.112777777777778,1,2,1,2,27
28.6,22.0,24.7,31.0,22.0,25.3,20.8,79.1,0.0,0.0,0.0,36.7,14.8,279.8,1010.6,61.9,5.7,257.8,22.3,0.95,12.096388888888889,1,10,1,2,27
30.7,22.0,25.6,33.7,22.0,26.6,21.5,78.6,0.0,0.0,0.0,15.5,15.7,299.1,1009.8,52.7,5.8,214.0,18.4,0.98,12.08,1,2,1,2,27
29.5,22.0,25.1,33.1,22.0,26.3,22.3,85.1,0.9,100.0,8.33,13.7,9.4,346.1,1010.9,67.7,4.8,233.0,20.0,0.0,12.063888888888888,1,2,3,4,26
29.4,21.1,24.0,32.4,21.1,24.6,21.9,88.6,1.6,100.0,8.33,23.4,13.0,325.3,1010.0,76.2,4.6,236.0,20.4,0.05,12.047777777777778,1,10,3,4,26
29.7,22.1,25.1,34.8,22.1,26.4,23.1,88.8,2.0,100.0,16.67,18.7,7.7,329.0,1008.6,71.7,4.3,258.4,22.4,0.08,12.03138888888889,1,10,3,4,26
29.3,22.2,24.4,33.7,22.2,24.8,22.3,88.5,3.0,100.0,16.67,22.7,11.2,328.6,1008.0,90.1,4.4,219.3,18.9,0.12,12.015277777777778,1,10,3,3,15
28.7,22.8,25.3,32.5,22.8,26.2,22.2,83.5,2.7,100.0,16.67,33.8,16.4,353.1,1008.3,88.4,3.9,226.9,19.7,0.16,11.999166666666667,1,10,3,4,26
30.0,22.0,25.0,33.9,22.0,25.6,22.2,85.5,0.4,100.0,4.17,29.5,15.1,296.1,1008.7,77.4,4.5,206.4,18.0,0.19,11.982777777777779,1,9,1,4,21
30.6,21.0,25.7,33.4,21.0,26.7,20.8,76.0,0.0,0.0,0.0,42.1,22.3,302.6,1008.8,65.1,5.3,271.4,23.4,0.23,11.966388888888888,0,10,1,2,27
30.4,22.0,26.2,32.7,22.0,26.9,19.9,69.5,0.0,0.0,0.0,45.0,15.7,322.8,1008.7,52.8,5.6,254.4,22.0,0.25,11.950277777777778,0,10,1,2,27
28.9,23.0,25.9,30.8,23.0,26.6,21.0,74.9,0.0,0.0,0.0,39.6,15.1,326.3,1008.8,77.4,5.1,180.9,15.5,0.3,11.934166666666666,1,9,1,2,27
29.9,23.0,25.7,32.8,23.0,26.7,21.8,79.9,6.0,100.0,4.17,31.7,16.2,329.8,1008.4,84.9,4.6,173.0,14.8,0.34,11.918055555555556,1,7,3,4,22
27.1,22.0,23.3,29.1,22.0,23.4,21.5,90.1,21.0,100.0,12.5,18.4,15.3,81.2,1007.6,95.9,4.2,14.3,1.2,0.37,11.901944444444444,1,1,1,3,15
27.9,22.0,24.4,30.6,22.0,24.9,21.5,84.9,5.0,100.0,4.17,27.0,14.1,164.5,1009.2,77.8,5.1,162.1,14.0,0.41,11.885833333333334,1,9,3,4,23
30.0,22.0,25.2,32.0,22.0,25.9,21.4,81.1,35.0,100.0,8.33,17.3,17.3,177.3,1011.3,76.9,4.8,170.7,14.7,0.44,11.869722222222222,1,9,3,4,22
29.3,22.0,25.3,31.7,22.0,26.1,21.5,80.6,0.2,100.0,4.17,28.8,14.9,107.6,1011.7,72.8,5.2,239.3,20.7,0.48,11.85388888888889,1,10,3,4,21
26.9,23.0,24.5,29.3,23.0,24.7,21.9,85.7,1.6,100.0,8.33,28.4,14.8,111.3,1012.7,80.0,4.7,227.2,19.5,0.5,11.838055555555556,1,9,4,4,25
29.4,23.0,25.4,32.4,23.0,26.3,21.7,80.3,0.1,100.0,4.17,30.6,14.6,121.5,1012.2,67.3,5.3,160.3,13.9,0.54,11.821944444444444,1,8,3,4,21
30.0,22.0,25.2,32.9,22.0,26.1,21.7,82.1,63.0,100.0,8.33,29.9,13.9,128.9,1012.6,73.1,5.0,177.6,15.2,0.58,11.806111111111111,1,9,3,4,22
29.0,21.5,25.1,31.8,21.5,26.1,21.6,81.8,6.0,100.0,4.17,18.7,13.0,97.0,1012.5,67.0,5.0,185.7,15.9,0.61,11.790277777777778,1,9,3,4,21
28.0,23.0,24.9,30.2,23.0,25.6,21.7,83.0,5.2,100.0,25.0,17.3,14.4,74.3,1012.2,73.0,4.9,207.0,17.8,0.64,11.774444444444445,1,9,4,4,26
26.9,21.0,24.1,29.1,21.0,24.3,21.6,86.1,0.5,100.0,4.17,28.1,12.1,32.6,1011.2,87.0,5.0,203.3,17.7,0.67,11.758888888888889,1,10,3,4,21
27.0,22.0,24.1,29.7,22.0,24.4,22.2,89.1,13.0,100.0,12.5,29.2,18.4,96.2,1013.1,70.1,4.8,222.0,19.1,0.71,11.743055555555555,1,9,3,4,26
29.9,22.0,25.5,33.2,22.0,26.3,21.6,80.4,0.0,0.0,0.0,27.0,14.7,116.5,1014.6,54.2,5.4,200.5,17.2,0.75,11.727777777777778,1,10,3,2,27
31.0,21.0,25.5,32.9,21.0,26.3,21.1,78.1,0.0,0.0,0.0,16.2,10.8,104.9,1013.8,62.3,5.2,220.0,19.0,0.77,11.712222222222222,1,10,3,2,27
29.9,21.5,25.6,32.7,21.5,26.4,21.6,80.0,1.8,100.0,12.5,20.5,9.5,86.2,1013.2,70.3,5.0,221.2,19.1,0.8,11.696666666666667,1,10,3,4,26
29.0,21.0,25.1,31.7,21.0,25.6,21.1,80.0,1.6,100.0,16.67,25.2,14.7,95.5,1014.2,66.0,5.5,210.1,18.3,0.83,11.68138888888889,1,10,3,4,24
29.3,22.5,25.0,31.6,22.5,25.6,21.2,80.1,0.2,100.0,8.33,29.2,26.5,80.0,1015.8,67.6,4.8,219.5,19.0,0.87,11.665833333333333,1,10,1,4,21
28.4,20.0,23.6,28.2,20.0,23.6,15.9,64.0,0.0,0.0,0.0,31.0,18.0,36.5,1016.6,43.3,5.4,268.6,23.3,0.9,11.650555555555556,0,10,1,2,6
28.5,17.9,23.2,27.6,17.9,23.0,13.5,57.5,0.0,0.0,0.0,46.4,18.5,7.5,1015.0,22.7,5.5,274.8,23.8,0.93,11.635555555555555,0,10,1,2,27
28.4,15.7,22.3,27.6,15.7,22.1,13.1,59.6,0.0,0.0,0.0,32.8,15.3,321.3,1012.7,21.8,5.5,272.3,23.5,0.96,11.620555555555555,0,10,1,2,27
29.8,15.9,22.7,28.6,15.9,22.4,12.3,56.6,0.0,0.0,0.0,24.8,14.2,331.1,1013.6,10.5,5.1,272.4,23.5,0.0,11.605555555555556,0,10,1,0,3
29.0,16.5,23.1,28.2,16.5,22.9,13.6,58.9,0.0,0.0,0.0,15.5,15.1,80.8,1015.5,16.6,5.4,270.8,23.4,0.03,11.590833333333334,0,10,1,0,3
29.0,17.0,23.7,28.6,17.0,23.6,15.2,61.3,0.0,0.0,0.0,20.2,10.9,66.6,1015.4,44.2,5.4,265.5,22.9,0.06,11.575833333333334,0,10,1,2,27
28.9,16.0,23.2,28.6,16.0,23.2,14.8,62.1,0.0,0.0,0.0,23.0,11.2,50.5,1014.8,45.3,5.6,264.8,22.8,0.1,11.561388888888889,0,10,1,2,27
29.7,18.5,23.5,28.3,18.5,23.3,12.4,52.9,0.0,0.0,0.0,31.7,17.5,60.9,1014.7,17.1,5.8,263.8,22.6,0.14,11.546666666666667,0,10,1,0,3
29.4,16.0,23.0,28.1,16.0,22.8,12.0,53.5,0.0,0.0,0.0,21.6,17.5,50.2,1015.1,2.5,5.9,265.4,22.9,0.17,11.532222222222222,0,10,1,0,3
27.7,16.0,22.1,27.2,16.0,22.1,13.7,62.7,0.0,0.0,0.0,21.6,14.9,35.1,1014.5,8.4,5.3,259.0,22.5,0.21,11.518055555555556,0,10,1,0,3
25.0,19.0,21.9,25.0,19.0,21.9,18.2,80.4,0.4,100.0,4.17,16.2,14.9,80.2,1015.7,69.9,4.0,187.3,16.2,0.25,11.50361111111111,1,8,1,4,20
27.3,20.5,23.5,28.3,20.5,23.6,18.8,76.1,0.0,0.0,0.0,19.8,12.1,36.1,1014.9,87.4,3.9,211.4,18.2,0.28,11.489722222222222,0,9,1,2,27
29.4,19.2,24.4,29.5,19.2,24.5,17.0,65.4,0.0,0.0,0.0,22.0,14.8,56.1,1014.3,33.1,4.9,248.0,21.5,0.31,11.475833333333334,0,10,1,2,27
29.1,20.9,24.7,30.8,20.9,25.2,19.3,73.1,0.0,0.0,0.0,23.0,13.1,63.7,1015.6,52.5,4.4,174.5,15.2,0.35,11.462222222222222,1,9,1,2,27
29.4,19.8,24.3,30.4,19.8,24.5,18.6,73.2,0.0,0.0,0.0,22.3,15.7,74.4,1017.1,51.5,4.7,248.0,21.5,0.39,11.448611111111111,0,10,1,2,27
30.0,17.4,23.0,29.4,17.4,23.0,16.6,70.6,0.0,0.0,0.0,19.1,15.1,81.6,1017.7,30.9,5.1,254.2,21.9,0.42,11.434722222222222,0,10,1,2,27
29.9,17.5,23.5,29.1,17.5,23.3,15.2,64.5,0.0,0.0,0.0,20.9,15.3,79.4,1016.8,27.7,5.3,253.6,21.8,0.46,11.421666666666667,0,10,1,2,27
30.5,17.0,23.4,29.0,17.0,23.1,12.8,57.5,0.0,0.0,0.0,20.9,14.2,59.7,1016.3,23.6,5.5,246.3,21.3,0.5,11.408611111111112,0,10,1,2,27
28.5,17.0,22.8,28.0,17.0,22.7,14.5,61.9,0.0,0.0,0.0,26.3,13.1,78.3,1016.3,26.6,5.3,252.7,21.8,0.53,11.395555555555555,0,10,1,2,27
28.7,18.0,23.4,28.3,18.0,23.3,15.7,65.3,0.0,0.0,0.0,27.0,14.9,51.8,1016.2,32.9,4.9,248.1,21.5,0.56,11.3825,0,10,1,2,27
29.9,20.0,24.1,28.5,20.0,23.9,13.4,54.3,0.0,0.0,0.0,32.0,22.7,48.0,1016.0,40.9,5.0,237.6,20.6,0.59,11.37,0,10,1,2,27
29.8,18.5,24.0,29.3,18.5,24.0,14.4,56.0,0.0,0.0,0.0,32.4,16.6,56.3,1016.1,35.0,5.5,230.8,19.8,0.62,11.357777777777779,0,9,1,2,27
29.3,20.0,24.4,29.1,20.0,24.4,15.7,60.2,0.0,0.0,0.0,23.0,14.9,77.5,1015.8,31.9,5.2,238.0,20.6,0.66,11.345555555555556,0,9,1,2,27
29.3,18.0,23.8,28.6,18.0,23.7,16.0,65.8,0.0,0.0,0.0,20.2,14.4,63.9,1016.2,33.9,5.3,239.7,20.5,0.69,11.333333333333334,0,10,1,2,27
29.6,18.3,23.4,28.7,18.3,23.2,14.3,60.8,0.0,0.0,0.0,19.4,13.0,45.2,1016.1,14.8,5.5,244.6,21.3,0.72,11.321666666666667,0,10,1,0,3
29.3,14.5,21.7,27.7,14.5,21.4,10.0,53.6,0.0,0.0,0.0,20.5,13.0,44.5,1015.2,19.7,5.3,250.6,21.5,0.75,11.31,0,10,1,0,3
30.0,14.7,22.1,28.5,14.7,21.8,10.3,51.3,0.0,0.0,0.0,22.7,13.1,37.5,1014.9,12.4,5.5,249.1,21.4,0.78,11.29861111111111,0,10,1,0,3
28.2,14.2,22.1,27.2,14.2,21.9,11.3,53.9,0.0,0.0,0.0,25.6,16.8,43.2,1015.2,21.1,5.5,229.8,19.7,0.82,11.2875,0,9,1,2,27
26.9,17.0,21.5,26.7,17.0,21.4,11.5,55.4,0.0,0.0,0.0,26.6,14.2,34.8,1015.4,45.3,4.9,234.9,20.2,0.85,11.276666666666667,0,10,1,2,27
26.5,14.0,20.9,26.5,14.0,20.9,10.3,53.1,0.0,0.0,0.0,27.4,15.0,27.0,1013.9,40.9,5.2,233.5,20.2,0.88,11.265833333333333,0,10,1,2,27
28.0,19.2,23.5,27.8,19.2,23.4,13.1,53.1,0.0,0.0,0.0,28.1,12.8,58.5,1013.1,60.4,5.1,165.5,14.4,0.91,11.255555555555556,0,9,1,2,27
28.9,21.7,24.7,29.3,21.7,24.8,16.8,62.5,0.0,0.0,0.0,22.7,13.1,52.0,1013.3,72.9,5.1,201.3,17.4,0.95,11.245277777777778,0,8,1,2,27
28.9,21.0,24.4,29.4,21.0,24.6,17.7,67.3,0.1,100.0,4.17,20.9,15.1,72.2,1014.2,66.6,5.0,218.7,19.1,0.98,11.235555555555555,1,9,1,4,21
27.1,20.5,23.8,28.4,20.5,24.0,18.3,72.5,0.0,0.0,0.0,20.5,13.1,74.5,1014.5,64.0,4.5,216.4,18.5,0.0,11.225555555555555,0,9,1,2,27
29.9,19.7,24.3,30.2,19.7,24.4,16.2,63.1,0.0,0.0,0.0,23.8,13.1,73.2,1015.3,36.5,4.8,225.0,19.5,0.05,11.216666666666667,0,9,1,2,27
29.8,17.1,23.1,28.8,17.1,22.9,12.9,55.3,0.0,0.0,0.0,14.0,9.9,62.6,1014.3,38.4,5.2,230.2,19.8,0.08,11.207222222222223,0,9,1,2,27
29.6,15.1,22.8,28.9,15.1,22.6,12.8,55.6,0.0,0.0,0.0,15.8,11.2,61.3,1012.3,24.6,5.0,231.4,19.9,0.12,11.198611111111111,0,9,1,2,27
29.9,15.1,22.6,28.9,15.1,22.4,12.0,54.5,0.0,0.0,0.0,16.2,14.8,72.3,1012.8,6.5,5.3,231.4,19.9,0.15,11.190277777777778,0,9,1,0,3
29.2,15.8,21.7,27.7,15.8,21.5,10.5,53.0,0.0,0.0,0.0,19.4,16.6,78.0,1014.2,12.7,5.3,239.8,20.9,0.19,11.181944444444444,0,10,1,0,3
28.5,13.0,20.8,27.4,13.0,20.7,11.3,59.4,0.0,0.0,0.0,20.5,13.0,88.4,1015.3,9.5,5.0,235.6,20.3,0.25,11.17388888888889,0,9,1,0,3
29.1,17.0,23.0,29.2,17.0,23.0,15.8,66.2,0.0,0.0,0.0,21.6,11.2,84.9,1014.7,28.4,4.7,223.2,19.2,0.26,11.16638888888889,0,9,1,2,27
